audio_time_seconds,wall_time_seconds,event,current_motion_id,pending_motion_id,preferred_motion_id,audio_history_seconds,shortlist,terminal_time_seconds,entry_frame_index,preparation_delay_seconds,transition_motion_id,fallback_reason,current_phase,transition_phase,transition_blend,transition_reason,entry_phase,entry_total_score,entry_pose_score,entry_velocity_score,entry_contact_score,entry_root_score,entry_music_score,entry_remaining_seconds,transition_duration_seconds,motion_timing,speed_multiplier,target_speed_multiplier,transition_speed_multiplier,phase_correction_remaining,raw_max_wrist_abs_rad,raw_max_wrist_angle_joint,raw_max_wrist_speed_rad_s,raw_max_wrist_speed_joint,output_max_wrist_abs_rad,output_max_wrist_angle_joint,output_max_wrist_speed_rad_s,output_max_wrist_speed_joint,root_x,root_y,root_z,root_yaw,switch_anchor_xy_delta_m,switch_anchor_z_delta_m,switch_anchor_yaw_delta_rad,post_switch_xy_delta_m,post_switch_z_delta_m,post_switch_yaw_delta_rad,accepted_beat_time_seconds,accepted_beat_pose_error_rad,accepted_beat_delay_seconds,accepted_beat_limiter_joints,target_max_joint_speed_rad_s,output_max_joint_speed_rad_s,output_max_joint_acceleration_rad_s2,limiter_activated_joints,limiter_activation_rate,collision_override,limiter_enabled,terminal_safe_idle_active,ready_pool_size,ready_motion_ids,failed_motion_ids,motion_load_ms,motion_grounding_ms,entry_feature_ms,motion_fully_ready_ms,match_state,match_confidence,match_rejection_reason,beat_quality,signal_rms,dynamic_range_db,negative_style_score,top_genre,top_genre_score,track_margin,motion_margin,ranked_tracks,ranked_motions,query_tags,current_motion_cluster_id,pending_motion_cluster_id,top_track_id,top_track_score,top_motion_id,top_motion_score,query_bpm
0.500281,0.500944800,,gKR_sBM_cAll_d28_mKR0_ch01,,,0.000000,,,,,,,0.041688267,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.330908149,right_wrist_yaw,0.000003576,left_wrist_yaw,0.330908149,right_wrist_yaw,0.000094491,left_wrist_yaw,-0.016862,-0.024415,0.916838,-0.262521,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.000189,0.000092,0.142784,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,KR:v0:k1:r0,,,,,,
0.550073,0.550568900,,gKR_sBM_cAll_d28_mKR0_ch01,,,0.000000,,,,,,,0.045837625,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.330908149,right_wrist_yaw,0.000000000,left_wrist_pitch,0.330908149,right_wrist_yaw,0.000000000,left_wrist_pitch,-0.007701,-0.022277,0.910025,-0.162307,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,0.000069,0.000030,0.116254,,0.000000000,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,KR:v0:k1:r0,,,,,,
0.600117,0.600737300,,gKR_sBM_cAll_d28_mKR0_ch01,,,0.000000,,,,,,,0.050007900,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.331531942,right_wrist_yaw,0.004148483,right_wrist_roll,0.331531942,right_wrist_yaw,0.558307080,right_wrist_roll,-0.012489,-0.030013,0.890793,-0.102558,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,1428.900497,0.196492,22.355191,,0.026536115,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,KR:v0:k1:r0,,,,,,
0.650200,0.650771700,,gKR_sBM_cAll_d28_mKR0_ch01,,,0.000000,,,,,,,0.054181542,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.331509858,right_wrist_yaw,0.000000894,right_wrist_pitch,0.331509858,right_wrist_yaw,0.639344876,left_wrist_pitch,-0.002100,-0.039932,0.861347,-0.065548,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,1336.018414,0.253232,128.653476,,0.024546495,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,KR:v0:k1:r0,,,,,,
0.700118,0.700709000,,gKR_sBM_cAll_d28_mKR0_ch01,,,0.000000,,,,,,,0.058341308,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.360017359,left_wrist_yaw,0.050166249,right_wrist_roll,0.331958141,left_wrist_yaw,0.559976766,right_wrist_roll,0.004795,-0.048059,0.861609,-0.001072,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,2537.182694,0.199336,39.737377,right_elbow;right_hip_pitch;right_knee,0.048896187,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,KR:v0:k1:r0,,,,,,
0.750509,0.751250100,,gKR_sBM_cAll_d28_mKR0_ch01,,,0.000000,,,,,,,0.062540600,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.363304317,left_wrist_yaw,0.014142394,right_wrist_roll,0.343458083,left_wrist_yaw,0.527411371,right_wrist_roll,0.008468,-0.057006,0.856354,0.040694,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,2537.161329,0.145440,85.710114,,0.052860308,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,KR:v0:k1:r0,,,,,,
0.800439,0.801047500,,gKR_sBM_cAll_d28_mKR0_ch01,,,0.000000,,,,,,,0.066701400,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.364848286,left_wrist_yaw,0.007304549,right_wrist_roll,0.353993280,left_wrist_yaw,0.629276654,right_wrist_roll,0.014068,-0.063907,0.859683,0.061875,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,2172.902405,0.233787,53.702635,left_knee;right_knee,0.051777434,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,KR:v0:k1:r0,,,,,,
0.850298,0.850906300,,gKR_sBM_cAll_d28_mKR0_ch01,,,0.000000,,,,,,,0.070856367,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.371403843,left_wrist_yaw,0.013736486,right_wrist_yaw,0.364775626,left_wrist_yaw,0.572484882,right_wrist_roll,0.019876,-0.067291,0.868599,0.081556,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,2244.899915,0.208917,17.850654,left_knee;right_knee,0.052414798,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,KR:v0:k1:r0,,,,,,
0.900357,0.900943300,,gKR_sBM_cAll_d28_mKR0_ch01,,,0.000000,,,,,,,0.075027892,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.378023028,left_wrist_yaw,0.028173923,right_wrist_yaw,0.375002482,left_wrist_yaw,0.517289387,right_wrist_yaw,0.023796,-0.068492,0.876408,0.099936,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,2419.346986,0.176913,42.808509,left_knee,0.051759736,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,KR:v0:k1:r0,,,,,,
0.950141,0.950746600,,gKR_sBM_cAll_d28_mKR0_ch01,,,0.000000,,,,,,,0.079176567,,0.000000,,,,,,,,,,0.500000,beat-sync,1.000000,1.000000,,0.000000000,0.392691642,left_wrist_yaw,0.023149252,right_wrist_yaw,0.385190694,left_wrist_yaw,0.654476171,right_wrist_pitch,0.025146,-0.067900,0.880803,0.108008,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,,0.000000000,,,2043.432266,0.229306,144.742286,,0.053737319,0,1,0,0,,,,,,,warming_up,,,,,,,,,,,,,,KR:v0:k1:r0,,,,,,
