motion_id,genre,situation,duration,nearest_motion,dtw_deg,aligned_deg,same_genre
gHO_sBM_cAll_d21_mHO2_ch01,HO,BM,7.983333333333333,gHO_sBM_cAll_d21_mHO4_ch01,10.3811,10.9844,True
gHO_sBM_cAll_d21_mHO2_ch02,HO,BM,7.983333333333333,gHO_sBM_cAll_d21_mHO3_ch02,8.4706,14.3121,True
gHO_sBM_cAll_d21_mHO3_ch01,HO,BM,7.65,gHO_sBM_cAll_d21_mHO2_ch01,13.5794,13.9025,True
gHO_sBM_cAll_d21_mHO3_ch02,HO,BM,7.65,gHO_sBM_cAll_d21_mHO2_ch02,8.4706,14.3121,True
gHO_sBM_cAll_d21_mHO4_ch01,HO,BM,7.366666666666666,gHO_sBM_cAll_d21_mHO5_ch01,10.0017,10.5923,True
gHO_sBM_cAll_d21_mHO4_ch02,HO,BM,7.366666666666666,gHO_sBM_cAll_d21_mHO3_ch02,8.5544,19.1045,True
gHO_sBM_cAll_d21_mHO5_ch01,HO,BM,7.083333333333333,gHO_sBM_cAll_d21_mHO4_ch01,10.0017,10.5923,True
gHO_sBM_cAll_d21_mHO5_ch02,HO,BM,7.083333333333333,gHO_sBM_cAll_d21_mHO3_ch02,9.1394,19.7593,True
gHO_sBM_cAll_d21_mHO5_ch03,HO,BM,7.083333333333333,gHO_sBM_cAll_d21_mHO3_ch01,18.4446,26.9855,True
gHO_sBM_cAll_d21_mHO5_ch04,HO,BM,7.083333333333333,gHO_sBM_cAll_d21_mHO5_ch09,15.0662,15.9691,True
gHO_sBM_cAll_d21_mHO5_ch05,HO,BM,7.083333333333333,gHO_sBM_cAll_d21_mHO3_ch02,13.8796,17.011,True
gHO_sBM_cAll_d21_mHO5_ch06,HO,BM,7.083333333333333,gHO_sBM_cAll_d20_mHO5_ch06,14.5885,18.5228,True
gHO_sBM_cAll_d21_mHO5_ch07,HO,BM,7.083333333333333,gHO_sBM_cAll_d21_mHO5_ch05,20.9122,27.2954,True
gHO_sBM_cAll_d21_mHO5_ch08,HO,BM,7.083333333333333,gHO_sBM_cAll_d21_mHO2_ch02,17.444,24.389,True
gHO_sBM_cAll_d21_mHO5_ch09,HO,BM,7.083333333333333,gHO_sBM_cAll_d21_mHO5_ch04,15.0662,15.9691,True
gHO_sBM_cAll_d21_mHO5_ch10,HO,BM,7.083333333333333,gHO_sBM_cAll_d21_mHO5_ch05,17.758,24.6118,True
gHO_sFM_cAll_d19_mHO5_ch06,HO,FM,28.416666666666668,gHO_sBM_cAll_d20_mHO5_ch04,19.7662,23.5137,True
gHO_sFM_cAll_d21_mHO5_ch20,HO,FM,28.416666666666668,gHO_sBM_cAll_d21_mHO5_ch05,22.4001,25.8701,True
gJB_sBM_cAll_d07_mJB0_ch01,JB,BM,11.983333333333333,gJB_sBM_cAll_d07_mJB1_ch01,7.8844,9.2307,True
gJB_sBM_cAll_d07_mJB0_ch02,JB,BM,11.983333333333333,gJB_sBM_cAll_d07_mJB2_ch02,13.7378,27.8754,True
gJB_sBM_cAll_d07_mJB1_ch01,JB,BM,10.65,gJB_sBM_cAll_d07_mJB0_ch01,7.8844,9.2307,True
gJB_sBM_cAll_d07_mJB1_ch02,JB,BM,10.65,gJB_sBM_cAll_d07_mJB2_ch02,18.6734,30.3699,True
gJB_sBM_cAll_d07_mJB2_ch01,JB,BM,9.583333333333334,gJB_sBM_cAll_d07_mJB1_ch01,8.3647,10.0055,True
gJB_sBM_cAll_d07_mJB2_ch02,JB,BM,9.583333333333334,gJB_sBM_cAll_d07_mJB3_ch02,12.6892,25.0317,True
gJB_sBM_cAll_d07_mJB3_ch02,JB,BM,8.716666666666667,gJB_sBM_cAll_d07_mJB2_ch02,12.6892,25.0317,True
gJB_sBM_cAll_d08_mJB0_ch01,JB,BM,11.983333333333333,gJB_sBM_cAll_d08_mJB1_ch01,9.0725,17.2761,True
gJB_sBM_cAll_d08_mJB0_ch02,JB,BM,11.983333333333333,gJB_sBM_cAll_d08_mJB1_ch02,8.7597,17.9998,True
gJB_sBM_cAll_d08_mJB1_ch01,JB,BM,10.65,gJB_sBM_cAll_d08_mJB0_ch01,9.0725,17.2761,True
gJB_sBM_cAll_d08_mJB1_ch02,JB,BM,10.65,gJB_sBM_cAll_d08_mJB0_ch02,8.7597,17.9998,True
gJB_sBM_cAll_d08_mJB4_ch01,JB,BM,7.983333333333333,gJB_sBM_cAll_d08_mJB0_ch01,12.6906,20.6746,True
gJB_sBM_cAll_d08_mJB4_ch02,JB,BM,7.983333333333333,gJB_sBM_cAll_d08_mJB5_ch02,7.524,9.8573,True
gJB_sBM_cAll_d08_mJB5_ch01,JB,BM,7.366666666666666,gJB_sBM_cAll_d07_mJB0_ch01,16.678,24.3899,True
gJB_sBM_cAll_d08_mJB5_ch02,JB,BM,7.366666666666666,gJB_sBM_cAll_d08_mJB4_ch02,7.524,9.8573,True
gJB_sBM_cAll_d08_mJB5_ch03,JB,BM,7.366666666666666,gJB_sBM_cAll_d09_mJB5_ch03,16.6398,21.8739,True
gJB_sBM_cAll_d08_mJB5_ch04,JB,BM,7.366666666666666,gJS_sBM_cAll_d03_mJS3_ch08,18.8772,26.0221,False
gJB_sBM_cAll_d08_mJB5_ch05,JB,BM,7.366666666666666,gLO_sBM_cAll_d15_mLO2_ch01,40.3962,44.713,False
gJB_sBM_cAll_d08_mJB5_ch06,JB,BM,7.366666666666666,gPO_sBM_cAll_d11_mPO1_ch02,24.35,35.4484,False
gJB_sBM_cAll_d08_mJB5_ch08,JB,BM,7.366666666666666,gJS_sBM_cAll_d01_mJS0_ch02,25.5633,26.2309,False
gJB_sBM_cAll_d08_mJB5_ch09,JB,BM,7.366666666666666,gJS_sBM_cAll_d03_mJS3_ch09,26.8395,36.4051,False
gJB_sBM_cAll_d08_mJB5_ch10,JB,BM,7.366666666666666,gKR_sBM_cAll_d30_mKR2_ch08,26.3072,37.1866,False
gJB_sBM_cAll_d09_mJB2_ch01,JB,BM,9.583333333333334,gJB_sBM_cAll_d09_mJB5_ch01,12.6188,20.5375,True
gJB_sBM_cAll_d09_mJB2_ch02,JB,BM,9.583333333333334,gJB_sBM_cAll_d09_mJB3_ch02,15.1054,19.7805,True
gJB_sBM_cAll_d09_mJB3_ch01,JB,BM,8.716666666666667,gJB_sBM_cAll_d09_mJB4_ch01,7.754,13.5258,True
gJB_sBM_cAll_d09_mJB3_ch02,JB,BM,8.716666666666667,gJB_sBM_cAll_d09_mJB5_ch02,10.401,26.8492,True
gJB_sBM_cAll_d09_mJB4_ch01,JB,BM,7.983333333333333,gJB_sBM_cAll_d09_mJB3_ch01,7.754,13.5258,True
gJB_sBM_cAll_d09_mJB4_ch02,JB,BM,7.983333333333333,gJB_sBM_cAll_d09_mJB5_ch02,11.8477,17.025,True
gJB_sBM_cAll_d09_mJB5_ch01,JB,BM,7.366666666666666,gJB_sBM_cAll_d09_mJB4_ch01,8.667,17.42,True
gJB_sBM_cAll_d09_mJB5_ch02,JB,BM,7.366666666666666,gJB_sBM_cAll_d09_mJB3_ch02,10.401,26.8492,True
gJB_sBM_cAll_d09_mJB5_ch03,JB,BM,7.366666666666666,gJB_sBM_cAll_d08_mJB5_ch03,16.6398,21.8739,True
gJB_sBM_cAll_d09_mJB5_ch04,JB,BM,7.366666666666666,gJS_sBM_cAll_d03_mJS3_ch05,20.2639,22.1377,False
gJB_sBM_cAll_d09_mJB5_ch05,JB,BM,7.366666666666666,gJB_sBM_cAll_d09_mJB5_ch07,27.1859,37.4593,True
gJB_sBM_cAll_d09_mJB5_ch06,JB,BM,7.366666666666666,gJS_sBM_cAll_d03_mJS3_ch07,32.2277,40.7465,False
gJB_sBM_cAll_d09_mJB5_ch07,JB,BM,7.366666666666666,gJB_sBM_cAll_d08_mJB0_ch01,24.5568,34.6677,True
gJB_sBM_cAll_d09_mJB5_ch08,JB,BM,7.366666666666666,gJS_sBM_cAll_d02_mJS1_ch02,23.1621,23.1621,False
gJB_sBM_cAll_d09_mJB5_ch10,JB,BM,7.366666666666666,gJS_sBM_cAll_d03_mJS3_ch08,26.2831,30.7229,False
gJB_sFM_cAll_d07_mJB5_ch06,JB,FM,29.5,gPO_sBM_cAll_d11_mPO1_ch06,43.7723,48.1268,False
gJB_sFM_cAll_d08_mJB5_ch13,JB,FM,29.5,gJS_sBM_cAll_d03_mJS3_ch09,28.7647,35.4841,False
gJB_sFM_cAll_d08_mJB5_ch14,JB,FM,29.5,gJB_sBM_cAll_d08_mJB4_ch01,27.6158,37.8348,True
gJB_sFM_cAll_d09_mJB5_ch20,JB,FM,29.5,gJB_sBM_cAll_d07_mJB2_ch01,28.7372,38.3664,True
gJS_sBM_cAll_d01_mJS0_ch01,JS,BM,11.983333333333333,gJS_sBM_cAll_d01_mJS1_ch01,2.1977,2.7265,True
gJS_sBM_cAll_d01_mJS0_ch02,JS,BM,11.983333333333333,gJS_sBM_cAll_d01_mJS2_ch02,2.2893,2.6306,True
gJS_sBM_cAll_d01_mJS1_ch01,JS,BM,10.65,gJS_sBM_cAll_d01_mJS0_ch01,2.1977,2.7265,True
gJS_sBM_cAll_d01_mJS1_ch02,JS,BM,10.65,gJS_sBM_cAll_d01_mJS2_ch02,1.909,2.1215,True
gJS_sBM_cAll_d01_mJS2_ch01,JS,BM,9.583333333333334,gJS_sBM_cAll_d01_mJS3_ch01,2.3448,6.6531,True
gJS_sBM_cAll_d01_mJS2_ch02,JS,BM,9.583333333333334,gJS_sBM_cAll_d01_mJS1_ch02,1.909,2.1215,True
gJS_sBM_cAll_d01_mJS3_ch01,JS,BM,8.716666666666667,gJS_sBM_cAll_d01_mJS2_ch01,2.3448,6.6531,True
gJS_sBM_cAll_d01_mJS3_ch02,JS,BM,8.716666666666667,gJS_sBM_cAll_d01_mJS1_ch02,1.9798,2.1628,True
gJS_sBM_cAll_d01_mJS3_ch03,JS,BM,8.716666666666667,gJS_sBM_cAll_d03_mJS3_ch03,13.5186,20.1317,True
gJS_sBM_cAll_d01_mJS3_ch04,JS,BM,8.716666666666667,gJS_sBM_cAll_d03_mJS3_ch04,8.6692,14.6741,True
gJS_sBM_cAll_d01_mJS3_ch05,JS,BM,8.716666666666667,gJS_sBM_cAll_d01_mJS1_ch02,5.6477,6.6204,True
gJS_sBM_cAll_d01_mJS3_ch06,JS,BM,8.716666666666667,gJB_sBM_cAll_d09_mJB4_ch01,17.8407,25.3411,False
gJS_sBM_cAll_d01_mJS3_ch07,JS,BM,8.716666666666667,gJS_sBM_cAll_d03_mJS3_ch07,15.552,18.9602,True
gJS_sBM_cAll_d01_mJS3_ch08,JS,BM,8.716666666666667,gJS_sBM_cAll_d03_mJS3_ch08,17.6119,18.3844,True
gJS_sBM_cAll_d01_mJS3_ch09,JS,BM,8.716666666666667,gJS_sBM_cAll_d01_mJS3_ch05,15.793,17.1649,True
gJS_sBM_cAll_d01_mJS3_ch10,JS,BM,8.716666666666667,gJS_sBM_cAll_d01_mJS3_ch08,27.5818,39.3591,True
gJS_sBM_cAll_d02_mJS0_ch01,JS,BM,11.983333333333333,gJS_sBM_cAll_d02_mJS5_ch01,2.8138,8.2343,True
gJS_sBM_cAll_d02_mJS0_ch02,JS,BM,11.983333333333333,gJS_sBM_cAll_d02_mJS1_ch02,1.7112,1.8097,True
gJS_sBM_cAll_d02_mJS1_ch01,JS,BM,10.65,gJS_sBM_cAll_d02_mJS4_ch01,6.101,12.051,True
gJS_sBM_cAll_d02_mJS1_ch02,JS,BM,10.65,gJS_sBM_cAll_d02_mJS0_ch02,1.7112,1.8097,True
gJS_sBM_cAll_d02_mJS4_ch01,JS,BM,7.983333333333333,gJS_sBM_cAll_d02_mJS1_ch01,6.101,12.051,True
gJS_sBM_cAll_d02_mJS4_ch02,JS,BM,7.983333333333333,gJS_sBM_cAll_d02_mJS5_ch02,2.4683,2.5775,True
gJS_sBM_cAll_d02_mJS5_ch01,JS,BM,7.366666666666666,gJS_sBM_cAll_d02_mJS0_ch01,2.8138,8.2343,True
gJS_sBM_cAll_d02_mJS5_ch02,JS,BM,7.366666666666666,gJS_sBM_cAll_d02_mJS0_ch02,2.1146,2.2713,True
gJS_sBM_cAll_d03_mJS2_ch01,JS,BM,9.583333333333334,gJS_sBM_cAll_d03_mJS3_ch01,2.5427,6.0621,True
gJS_sBM_cAll_d03_mJS2_ch02,JS,BM,9.583333333333334,gJS_sBM_cAll_d03_mJS3_ch02,1.7068,1.7627,True
gJS_sBM_cAll_d03_mJS3_ch01,JS,BM,8.716666666666667,gJS_sBM_cAll_d03_mJS2_ch01,2.5427,6.0621,True
gJS_sBM_cAll_d03_mJS3_ch02,JS,BM,8.716666666666667,gJS_sBM_cAll_d03_mJS2_ch02,1.7068,1.7627,True
gJS_sBM_cAll_d03_mJS3_ch03,JS,BM,8.716666666666667,gJS_sBM_cAll_d01_mJS3_ch03,13.5186,20.1317,True
gJS_sBM_cAll_d03_mJS3_ch04,JS,BM,8.716666666666667,gJS_sBM_cAll_d01_mJS3_ch04,8.6692,14.6741,True
gJS_sBM_cAll_d03_mJS3_ch05,JS,BM,8.716666666666667,gJS_sBM_cAll_d02_mJS0_ch02,13.0917,13.2087,True
gJS_sBM_cAll_d03_mJS3_ch06,JS,BM,8.716666666666667,gJB_sBM_cAll_d09_mJB3_ch01,17.6649,27.2103,False
gJS_sBM_cAll_d03_mJS3_ch07,JS,BM,8.716666666666667,gJS_sBM_cAll_d01_mJS3_ch07,15.552,18.9602,True
gJS_sBM_cAll_d03_mJS3_ch08,JS,BM,8.716666666666667,gJS_sBM_cAll_d03_mJS3_ch05,17.1145,18.5614,True
gJS_sBM_cAll_d03_mJS3_ch09,JS,BM,8.716666666666667,gPO_sBM_cAll_d10_mPO1_ch06,18.422,24.1247,False
gJS_sBM_cAll_d03_mJS4_ch01,JS,BM,7.983333333333333,gJS_sBM_cAll_d03_mJS2_ch01,2.5764,4.4227,True
gJS_sBM_cAll_d03_mJS4_ch02,JS,BM,7.983333333333333,gJS_sBM_cAll_d03_mJS2_ch02,2.0207,2.1164,True
gJS_sBM_cAll_d03_mJS5_ch01,JS,BM,7.366666666666666,gJS_sBM_cAll_d03_mJS3_ch01,2.5659,4.689,True
gJS_sBM_cAll_d03_mJS5_ch02,JS,BM,7.366666666666666,gJS_sBM_cAll_d03_mJS2_ch02,1.9931,2.0737,True
gJS_sFM_cAll_d01_mJS3_ch04,JS,FM,34.86666666666667,gPO_sBM_cAll_d11_mPO1_ch04,42.8563,47.6327,False
gJS_sFM_cAll_d02_mJS3_ch04,JS,FM,34.86666666666667,gKR_sBM_cAll_d30_mKR2_ch10,27.8077,35.4275,False
gJS_sFM_cAll_d03_mJS3_ch04,JS,FM,34.86666666666667,gWA_sBM_cAll_d25_mWA0_ch01,31.1664,43.0709,False
gKR_sBM_cAll_d28_mKR0_ch01,KR,BM,11.983333333333333,gKR_sBM_cAll_d28_mKR0_ch02,14.0417,17.6227,True
gKR_sBM_cAll_d28_mKR0_ch02,KR,BM,11.983333333333333,gLH_sBM_cAll_d17_mLH4_ch08,8.9211,9.7652,False
gKR_sBM_cAll_d28_mKR1_ch01,KR,BM,10.65,gKR_sBM_cAll_d28_mKR0_ch01,15.0697,19.9485,True
gKR_sBM_cAll_d28_mKR1_ch02,KR,BM,10.65,gKR_sBM_cAll_d28_mKR2_ch02,6.769,7.8217,True
gKR_sBM_cAll_d28_mKR2_ch01,KR,BM,9.583333333333334,gKR_sBM_cAll_d30_mKR2_ch01,12.5916,20.3001,True
gKR_sBM_cAll_d28_mKR2_ch02,KR,BM,9.583333333333334,gKR_sBM_cAll_d28_mKR1_ch02,6.769,7.8217,True
gKR_sBM_cAll_d28_mKR2_ch03,KR,BM,9.583333333333334,gLH_sBM_cAll_d16_mLH3_ch01,28.1302,33.9477,False
gKR_sBM_cAll_d28_mKR2_ch04,KR,BM,9.583333333333334,gLH_sBM_cAll_d18_mLH4_ch04,26.7725,36.9921,False
gKR_sBM_cAll_d28_mKR2_ch05,KR,BM,9.583333333333334,gKR_sBM_cAll_d30_mKR2_ch06,20.4808,25.7123,True
gKR_sBM_cAll_d28_mKR2_ch06,KR,BM,9.583333333333334,gKR_sBM_cAll_d30_mKR2_ch06,13.2787,18.1843,True
gKR_sBM_cAll_d28_mKR2_ch07,KR,BM,9.583333333333334,gHO_sBM_cAll_d20_mHO4_ch02,20.1397,28.3069,False
gKR_sBM_cAll_d28_mKR2_ch08,KR,BM,9.583333333333334,gKR_sBM_cAll_d30_mKR2_ch10,23.2724,28.2085,True
gKR_sBM_cAll_d28_mKR2_ch09,KR,BM,9.583333333333334,gKR_sBM_cAll_d30_mKR4_ch02,19.0022,21.7496,True
gKR_sBM_cAll_d28_mKR2_ch10,KR,BM,9.583333333333334,gKR_sBM_cAll_d30_mKR2_ch10,15.0377,20.2445,True
gKR_sBM_cAll_d28_mKR3_ch01,KR,BM,8.716666666666667,gKR_sBM_cAll_d28_mKR2_ch01,21.9014,28.8211,True
gKR_sBM_cAll_d28_mKR3_ch02,KR,BM,8.716666666666667,gKR_sBM_cAll_d28_mKR2_ch02,10.7784,17.3837,True
gKR_sBM_cAll_d29_mKR0_ch01,KR,BM,11.983333333333333,gPO_sBM_cAll_d11_mPO0_ch02,24.1913,35.6158,False
gKR_sBM_cAll_d29_mKR0_ch02,KR,BM,11.983333333333333,gPO_sBM_cAll_d11_mPO1_ch04,18.3145,19.8975,False
gKR_sBM_cAll_d29_mKR1_ch01,KR,BM,10.65,gKR_sBM_cAll_d30_mKR2_ch02,27.1708,33.6871,True
gKR_sBM_cAll_d29_mKR1_ch02,KR,BM,10.65,gKR_sBM_cAll_d28_mKR2_ch08,28.6795,35.7387,True
gKR_sBM_cAll_d29_mKR4_ch01,KR,BM,7.983333333333333,gKR_sBM_cAll_d30_mKR2_ch02,23.221,29.1051,True
gKR_sBM_cAll_d29_mKR4_ch02,KR,BM,7.983333333333333,gKR_sBM_cAll_d29_mKR5_ch02,15.4605,21.4651,True
gKR_sBM_cAll_d29_mKR5_ch01,KR,BM,7.366666666666666,gPO_sBM_cAll_d10_mPO1_ch04,21.583,27.4484,False
gKR_sBM_cAll_d29_mKR5_ch02,KR,BM,7.366666666666666,gKR_sBM_cAll_d29_mKR4_ch02,15.4605,21.4651,True
gKR_sBM_cAll_d30_mKR2_ch01,KR,BM,9.583333333333334,gKR_sBM_cAll_d28_mKR2_ch01,12.5916,20.3001,True
gKR_sBM_cAll_d30_mKR2_ch02,KR,BM,9.583333333333334,gKR_sBM_cAll_d30_mKR3_ch02,14.2813,16.4593,True
gKR_sBM_cAll_d30_mKR2_ch03,KR,BM,9.583333333333334,gPO_sBM_cAll_d11_mPO1_ch04,27.308,31.4093,False
gKR_sBM_cAll_d30_mKR2_ch04,KR,BM,9.583333333333334,gJB_sBM_cAll_d07_mJB2_ch01,22.7187,25.3213,False
