motion_name,video_name,motion_frames,duration_seconds,audio_path,status
gBR_sBM_cAll_d06_mBR3_ch02,gBR_sBM_c01_d06_mBR3_ch02,524,8.733333333,gBR_sBM_cAll_d06_mBR3_ch02.wav,existing
gBR_sBM_cAll_d06_mBR4_ch01,gBR_sBM_c01_d06_mBR4_ch01,480,8.000000000,gBR_sBM_cAll_d06_mBR4_ch01.wav,existing
gBR_sBM_cAll_d06_mBR4_ch02,gBR_sBM_c01_d06_mBR4_ch02,480,8.000000000,gBR_sBM_cAll_d06_mBR4_ch02.wav,existing
gBR_sBM_cAll_d06_mBR5_ch01,gBR_sBM_c01_d06_mBR5_ch01,443,7.383333333,gBR_sBM_cAll_d06_mBR5_ch01.wav,existing
gBR_sBM_cAll_d06_mBR5_ch02,gBR_sBM_c01_d06_mBR5_ch02,443,7.383333333,gBR_sBM_cAll_d06_mBR5_ch02.wav,existing
gBR_sFM_cAll_d04_mBR0_ch01,gBR_sFM_c01_d04_mBR0_ch01,2878,47.966666667,gBR_sFM_cAll_d04_mBR0_ch01.wav,existing
gHO_sBM_cAll_d19_mHO0_ch01,gHO_sBM_c01_d19_mHO0_ch01,524,8.733333333,gHO_sBM_cAll_d19_mHO0_ch01.wav,existing
gHO_sBM_cAll_d19_mHO0_ch02,gHO_sBM_c01_d19_mHO0_ch02,524,8.733333333,gHO_sBM_cAll_d19_mHO0_ch02.wav,existing
gHO_sBM_cAll_d19_mHO1_ch01,gHO_sBM_c01_d19_mHO1_ch01,500,8.333333333,gHO_sBM_cAll_d19_mHO1_ch01.wav,existing
gHO_sBM_cAll_d19_mHO1_ch02,gHO_sBM_c01_d19_mHO1_ch02,500,8.333333333,gHO_sBM_cAll_d19_mHO1_ch02.wav,existing
gHO_sBM_cAll_d19_mHO2_ch01,gHO_sBM_c01_d19_mHO2_ch01,480,8.000000000,gHO_sBM_cAll_d19_mHO2_ch01.wav,existing
gHO_sBM_cAll_d19_mHO2_ch02,gHO_sBM_c01_d19_mHO2_ch02,480,8.000000000,gHO_sBM_cAll_d19_mHO2_ch02.wav,existing
gHO_sBM_cAll_d19_mHO3_ch01,gHO_sBM_c01_d19_mHO3_ch01,460,7.666666667,gHO_sBM_cAll_d19_mHO3_ch01.wav,existing
gHO_sBM_cAll_d19_mHO3_ch02,gHO_sBM_c01_d19_mHO3_ch02,460,7.666666667,gHO_sBM_cAll_d19_mHO3_ch02.wav,existing
gHO_sBM_cAll_d20_mHO0_ch01,gHO_sBM_c01_d20_mHO0_ch01,524,8.733333333,gHO_sBM_cAll_d20_mHO0_ch01.wav,existing
gHO_sBM_cAll_d20_mHO0_ch02,gHO_sBM_c01_d20_mHO0_ch02,524,8.733333333,gHO_sBM_cAll_d20_mHO0_ch02.wav,existing
gHO_sBM_cAll_d20_mHO1_ch01,gHO_sBM_c01_d20_mHO1_ch01,500,8.333333333,gHO_sBM_cAll_d20_mHO1_ch01.wav,existing
gHO_sBM_cAll_d20_mHO1_ch02,gHO_sBM_c01_d20_mHO1_ch02,500,8.333333333,gHO_sBM_cAll_d20_mHO1_ch02.wav,existing
gHO_sBM_cAll_d20_mHO4_ch01,gHO_sBM_c01_d20_mHO4_ch01,443,7.383333333,gHO_sBM_cAll_d20_mHO4_ch01.wav,existing
gHO_sBM_cAll_d20_mHO4_ch02,gHO_sBM_c01_d20_mHO4_ch02,443,7.383333333,gHO_sBM_cAll_d20_mHO4_ch02.wav,existing
gHO_sBM_cAll_d20_mHO5_ch01,gHO_sBM_c01_d20_mHO5_ch01,426,7.100000000,gHO_sBM_cAll_d20_mHO5_ch01.wav,existing
gHO_sBM_cAll_d20_mHO5_ch02,gHO_sBM_c01_d20_mHO5_ch02,426,7.100000000,gHO_sBM_cAll_d20_mHO5_ch02.wav,existing
gHO_sBM_cAll_d20_mHO5_ch03,gHO_sBM_c01_d20_mHO5_ch03,426,7.100000000,gHO_sBM_cAll_d20_mHO5_ch03.wav,existing
gHO_sBM_cAll_d20_mHO5_ch04,gHO_sBM_c01_d20_mHO5_ch04,426,7.100000000,gHO_sBM_cAll_d20_mHO5_ch04.wav,existing
gHO_sBM_cAll_d20_mHO5_ch05,gHO_sBM_c01_d20_mHO5_ch05,426,7.100000000,gHO_sBM_cAll_d20_mHO5_ch05.wav,existing
gHO_sBM_cAll_d20_mHO5_ch06,gHO_sBM_c01_d20_mHO5_ch06,426,7.100000000,gHO_sBM_cAll_d20_mHO5_ch06.wav,existing
gHO_sBM_cAll_d20_mHO5_ch07,gHO_sBM_c01_d20_mHO5_ch07,426,7.100000000,gHO_sBM_cAll_d20_mHO5_ch07.wav,existing
gHO_sBM_cAll_d20_mHO5_ch08,gHO_sBM_c01_d20_mHO5_ch08,426,7.100000000,gHO_sBM_cAll_d20_mHO5_ch08.wav,existing
gHO_sBM_cAll_d20_mHO5_ch09,gHO_sBM_c01_d20_mHO5_ch09,426,7.100000000,gHO_sBM_cAll_d20_mHO5_ch09.wav,existing
gHO_sBM_cAll_d20_mHO5_ch10,gHO_sBM_c01_d20_mHO5_ch10,426,7.100000000,gHO_sBM_cAll_d20_mHO5_ch10.wav,existing
gHO_sBM_cAll_d21_mHO2_ch01,gHO_sBM_c01_d21_mHO2_ch01,480,8.000000000,gHO_sBM_cAll_d21_mHO2_ch01.wav,existing
gHO_sBM_cAll_d21_mHO2_ch02,gHO_sBM_c01_d21_mHO2_ch02,480,8.000000000,gHO_sBM_cAll_d21_mHO2_ch02.wav,existing
gHO_sBM_cAll_d21_mHO3_ch01,gHO_sBM_c01_d21_mHO3_ch01,460,7.666666667,gHO_sBM_cAll_d21_mHO3_ch01.wav,existing
gHO_sBM_cAll_d21_mHO3_ch02,gHO_sBM_c01_d21_mHO3_ch02,460,7.666666667,gHO_sBM_cAll_d21_mHO3_ch02.wav,existing
gHO_sBM_cAll_d21_mHO4_ch01,gHO_sBM_c01_d21_mHO4_ch01,443,7.383333333,gHO_sBM_cAll_d21_mHO4_ch01.wav,existing
gHO_sBM_cAll_d21_mHO4_ch02,gHO_sBM_c01_d21_mHO4_ch02,443,7.383333333,gHO_sBM_cAll_d21_mHO4_ch02.wav,existing
gHO_sBM_cAll_d21_mHO5_ch01,gHO_sBM_c01_d21_mHO5_ch01,426,7.100000000,gHO_sBM_cAll_d21_mHO5_ch01.wav,existing
gHO_sBM_cAll_d21_mHO5_ch02,gHO_sBM_c01_d21_mHO5_ch02,426,7.100000000,gHO_sBM_cAll_d21_mHO5_ch02.wav,existing
gHO_sBM_cAll_d21_mHO5_ch03,gHO_sBM_c01_d21_mHO5_ch03,426,7.100000000,gHO_sBM_cAll_d21_mHO5_ch03.wav,existing
gHO_sBM_cAll_d21_mHO5_ch04,gHO_sBM_c01_d21_mHO5_ch04,426,7.100000000,gHO_sBM_cAll_d21_mHO5_ch04.wav,existing
gHO_sBM_cAll_d21_mHO5_ch05,gHO_sBM_c01_d21_mHO5_ch05,426,7.100000000,gHO_sBM_cAll_d21_mHO5_ch05.wav,existing
gHO_sBM_cAll_d21_mHO5_ch06,gHO_sBM_c01_d21_mHO5_ch06,426,7.100000000,gHO_sBM_cAll_d21_mHO5_ch06.wav,existing
gHO_sBM_cAll_d21_mHO5_ch07,gHO_sBM_c01_d21_mHO5_ch07,426,7.100000000,gHO_sBM_cAll_d21_mHO5_ch07.wav,existing
gHO_sBM_cAll_d21_mHO5_ch08,gHO_sBM_c01_d21_mHO5_ch08,426,7.100000000,gHO_sBM_cAll_d21_mHO5_ch08.wav,existing
gHO_sBM_cAll_d21_mHO5_ch09,gHO_sBM_c01_d21_mHO5_ch09,426,7.100000000,gHO_sBM_cAll_d21_mHO5_ch09.wav,existing
gHO_sBM_cAll_d21_mHO5_ch10,gHO_sBM_c01_d21_mHO5_ch10,426,7.100000000,gHO_sBM_cAll_d21_mHO5_ch10.wav,existing
gHO_sFM_cAll_d19_mHO5_ch06,gHO_sFM_c01_d19_mHO5_ch06,1706,28.433333333,gHO_sFM_cAll_d19_mHO5_ch06.wav,existing
gHO_sFM_cAll_d21_mHO5_ch20,gHO_sFM_c01_d21_mHO5_ch20,1706,28.433333333,gHO_sFM_cAll_d21_mHO5_ch20.wav,existing
gJB_sBM_cAll_d07_mJB0_ch01,gJB_sBM_c01_d07_mJB0_ch01,720,12.000000000,gJB_sBM_cAll_d07_mJB0_ch01.wav,existing
gJB_sBM_cAll_d07_mJB0_ch02,gJB_sBM_c01_d07_mJB0_ch02,720,12.000000000,gJB_sBM_cAll_d07_mJB0_ch02.wav,existing
gJB_sBM_cAll_d07_mJB1_ch01,gJB_sBM_c01_d07_mJB1_ch01,640,10.666666667,gJB_sBM_cAll_d07_mJB1_ch01.wav,existing
gJB_sBM_cAll_d07_mJB1_ch02,gJB_sBM_c01_d07_mJB1_ch02,640,10.666666667,gJB_sBM_cAll_d07_mJB1_ch02.wav,existing
gJB_sBM_cAll_d07_mJB2_ch01,gJB_sBM_c01_d07_mJB2_ch01,576,9.600000000,gJB_sBM_cAll_d07_mJB2_ch01.wav,existing
gJB_sBM_cAll_d07_mJB2_ch02,gJB_sBM_c01_d07_mJB2_ch02,576,9.600000000,gJB_sBM_cAll_d07_mJB2_ch02.wav,existing
gJB_sBM_cAll_d07_mJB3_ch02,gJB_sBM_c01_d07_mJB3_ch02,524,8.733333333,gJB_sBM_cAll_d07_mJB3_ch02.wav,existing
gJB_sBM_cAll_d08_mJB0_ch01,gJB_sBM_c01_d08_mJB0_ch01,720,12.000000000,gJB_sBM_cAll_d08_mJB0_ch01.wav,existing
gJB_sBM_cAll_d08_mJB0_ch02,gJB_sBM_c01_d08_mJB0_ch02,720,12.000000000,gJB_sBM_cAll_d08_mJB0_ch02.wav,existing
gJB_sBM_cAll_d08_mJB1_ch01,gJB_sBM_c01_d08_mJB1_ch01,640,10.666666667,gJB_sBM_cAll_d08_mJB1_ch01.wav,existing
gJB_sBM_cAll_d08_mJB1_ch02,gJB_sBM_c01_d08_mJB1_ch02,640,10.666666667,gJB_sBM_cAll_d08_mJB1_ch02.wav,existing
gJB_sBM_cAll_d08_mJB4_ch01,gJB_sBM_c01_d08_mJB4_ch01,480,8.000000000,gJB_sBM_cAll_d08_mJB4_ch01.wav,existing
gJB_sBM_cAll_d08_mJB4_ch02,gJB_sBM_c01_d08_mJB4_ch02,480,8.000000000,gJB_sBM_cAll_d08_mJB4_ch02.wav,existing
gJB_sBM_cAll_d08_mJB5_ch01,gJB_sBM_c01_d08_mJB5_ch01,443,7.383333333,gJB_sBM_cAll_d08_mJB5_ch01.wav,existing
gJB_sBM_cAll_d08_mJB5_ch02,gJB_sBM_c01_d08_mJB5_ch02,443,7.383333333,gJB_sBM_cAll_d08_mJB5_ch02.wav,existing
gJB_sBM_cAll_d08_mJB5_ch03,gJB_sBM_c01_d08_mJB5_ch03,443,7.383333333,gJB_sBM_cAll_d08_mJB5_ch03.wav,existing
gJB_sBM_cAll_d08_mJB5_ch04,gJB_sBM_c01_d08_mJB5_ch04,443,7.383333333,gJB_sBM_cAll_d08_mJB5_ch04.wav,existing
gJB_sBM_cAll_d08_mJB5_ch05,gJB_sBM_c01_d08_mJB5_ch05,443,7.383333333,gJB_sBM_cAll_d08_mJB5_ch05.wav,existing
gJB_sBM_cAll_d08_mJB5_ch06,gJB_sBM_c01_d08_mJB5_ch06,443,7.383333333,gJB_sBM_cAll_d08_mJB5_ch06.wav,existing
gJB_sBM_cAll_d08_mJB5_ch08,gJB_sBM_c01_d08_mJB5_ch08,443,7.383333333,gJB_sBM_cAll_d08_mJB5_ch08.wav,existing
gJB_sBM_cAll_d08_mJB5_ch09,gJB_sBM_c01_d08_mJB5_ch09,443,7.383333333,gJB_sBM_cAll_d08_mJB5_ch09.wav,existing
gJB_sBM_cAll_d08_mJB5_ch10,gJB_sBM_c01_d08_mJB5_ch10,443,7.383333333,gJB_sBM_cAll_d08_mJB5_ch10.wav,existing
gJB_sBM_cAll_d09_mJB2_ch01,gJB_sBM_c01_d09_mJB2_ch01,576,9.600000000,gJB_sBM_cAll_d09_mJB2_ch01.wav,existing
gJB_sBM_cAll_d09_mJB2_ch02,gJB_sBM_c01_d09_mJB2_ch02,576,9.600000000,gJB_sBM_cAll_d09_mJB2_ch02.wav,existing
gJB_sBM_cAll_d09_mJB3_ch01,gJB_sBM_c01_d09_mJB3_ch01,524,8.733333333,gJB_sBM_cAll_d09_mJB3_ch01.wav,existing
gJB_sBM_cAll_d09_mJB3_ch02,gJB_sBM_c01_d09_mJB3_ch02,524,8.733333333,gJB_sBM_cAll_d09_mJB3_ch02.wav,existing
gJB_sBM_cAll_d09_mJB4_ch01,gJB_sBM_c01_d09_mJB4_ch01,480,8.000000000,gJB_sBM_cAll_d09_mJB4_ch01.wav,existing
gJB_sBM_cAll_d09_mJB4_ch02,gJB_sBM_c01_d09_mJB4_ch02,480,8.000000000,gJB_sBM_cAll_d09_mJB4_ch02.wav,existing
gJB_sBM_cAll_d09_mJB5_ch01,gJB_sBM_c01_d09_mJB5_ch01,443,7.383333333,gJB_sBM_cAll_d09_mJB5_ch01.wav,existing
gJB_sBM_cAll_d09_mJB5_ch02,gJB_sBM_c01_d09_mJB5_ch02,443,7.383333333,gJB_sBM_cAll_d09_mJB5_ch02.wav,existing
gJB_sBM_cAll_d09_mJB5_ch03,gJB_sBM_c01_d09_mJB5_ch03,443,7.383333333,gJB_sBM_cAll_d09_mJB5_ch03.wav,existing
gJB_sBM_cAll_d09_mJB5_ch04,gJB_sBM_c01_d09_mJB5_ch04,443,7.383333333,gJB_sBM_cAll_d09_mJB5_ch04.wav,existing
gJB_sBM_cAll_d09_mJB5_ch05,gJB_sBM_c01_d09_mJB5_ch05,443,7.383333333,gJB_sBM_cAll_d09_mJB5_ch05.wav,existing
gJB_sBM_cAll_d09_mJB5_ch06,gJB_sBM_c01_d09_mJB5_ch06,443,7.383333333,gJB_sBM_cAll_d09_mJB5_ch06.wav,existing
gJB_sBM_cAll_d09_mJB5_ch07,gJB_sBM_c01_d09_mJB5_ch07,443,7.383333333,gJB_sBM_cAll_d09_mJB5_ch07.wav,existing
gJB_sBM_cAll_d09_mJB5_ch08,gJB_sBM_c01_d09_mJB5_ch08,443,7.383333333,gJB_sBM_cAll_d09_mJB5_ch08.wav,existing
gJB_sBM_cAll_d09_mJB5_ch10,gJB_sBM_c01_d09_mJB5_ch10,443,7.383333333,gJB_sBM_cAll_d09_mJB5_ch10.wav,existing
gJB_sFM_cAll_d07_mJB5_ch06,gJB_sFM_c01_d07_mJB5_ch06,1771,29.516666667,gJB_sFM_cAll_d07_mJB5_ch06.wav,existing
gJB_sFM_cAll_d08_mJB5_ch13,gJB_sFM_c01_d08_mJB5_ch13,1771,29.516666667,gJB_sFM_cAll_d08_mJB5_ch13.wav,existing
gJB_sFM_cAll_d08_mJB5_ch14,gJB_sFM_c01_d08_mJB5_ch14,1771,29.516666667,gJB_sFM_cAll_d08_mJB5_ch14.wav,existing
gJB_sFM_cAll_d09_mJB5_ch20,gJB_sFM_c01_d09_mJB5_ch20,1771,29.516666667,gJB_sFM_cAll_d09_mJB5_ch20.wav,existing
gJS_sBM_cAll_d01_mJS0_ch01,gJS_sBM_c01_d01_mJS0_ch01,720,12.000000000,gJS_sBM_cAll_d01_mJS0_ch01.wav,existing
gJS_sBM_cAll_d01_mJS0_ch02,gJS_sBM_c01_d01_mJS0_ch02,720,12.000000000,gJS_sBM_cAll_d01_mJS0_ch02.wav,existing
gJS_sBM_cAll_d01_mJS1_ch01,gJS_sBM_c01_d01_mJS1_ch01,640,10.666666667,gJS_sBM_cAll_d01_mJS1_ch01.wav,existing
gJS_sBM_cAll_d01_mJS1_ch02,gJS_sBM_c01_d01_mJS1_ch02,640,10.666666667,gJS_sBM_cAll_d01_mJS1_ch02.wav,existing
gJS_sBM_cAll_d01_mJS2_ch01,gJS_sBM_c01_d01_mJS2_ch01,576,9.600000000,gJS_sBM_cAll_d01_mJS2_ch01.wav,existing
gJS_sBM_cAll_d01_mJS2_ch02,gJS_sBM_c01_d01_mJS2_ch02,576,9.600000000,gJS_sBM_cAll_d01_mJS2_ch02.wav,existing
gJS_sBM_cAll_d01_mJS3_ch01,gJS_sBM_c01_d01_mJS3_ch01,524,8.733333333,gJS_sBM_cAll_d01_mJS3_ch01.wav,existing
gJS_sBM_cAll_d01_mJS3_ch02,gJS_sBM_c01_d01_mJS3_ch02,524,8.733333333,gJS_sBM_cAll_d01_mJS3_ch02.wav,existing
gJS_sBM_cAll_d01_mJS3_ch03,gJS_sBM_c01_d01_mJS3_ch03,524,8.733333333,gJS_sBM_cAll_d01_mJS3_ch03.wav,existing
gJS_sBM_cAll_d01_mJS3_ch04,gJS_sBM_c01_d01_mJS3_ch04,524,8.733333333,gJS_sBM_cAll_d01_mJS3_ch04.wav,existing
gJS_sBM_cAll_d01_mJS3_ch05,gJS_sBM_c01_d01_mJS3_ch05,524,8.733333333,gJS_sBM_cAll_d01_mJS3_ch05.wav,existing
gJS_sBM_cAll_d01_mJS3_ch06,gJS_sBM_c01_d01_mJS3_ch06,524,8.733333333,gJS_sBM_cAll_d01_mJS3_ch06.wav,existing
gJS_sBM_cAll_d01_mJS3_ch07,gJS_sBM_c01_d01_mJS3_ch07,524,8.733333333,gJS_sBM_cAll_d01_mJS3_ch07.wav,existing
gJS_sBM_cAll_d01_mJS3_ch08,gJS_sBM_c01_d01_mJS3_ch08,524,8.733333333,gJS_sBM_cAll_d01_mJS3_ch08.wav,existing
gJS_sBM_cAll_d01_mJS3_ch09,gJS_sBM_c01_d01_mJS3_ch09,524,8.733333333,gJS_sBM_cAll_d01_mJS3_ch09.wav,existing
gJS_sBM_cAll_d01_mJS3_ch10,gJS_sBM_c01_d01_mJS3_ch10,524,8.733333333,gJS_sBM_cAll_d01_mJS3_ch10.wav,existing
gJS_sBM_cAll_d02_mJS0_ch01,gJS_sBM_c01_d02_mJS0_ch01,720,12.000000000,gJS_sBM_cAll_d02_mJS0_ch01.wav,existing
gJS_sBM_cAll_d02_mJS0_ch02,gJS_sBM_c01_d02_mJS0_ch02,720,12.000000000,gJS_sBM_cAll_d02_mJS0_ch02.wav,existing
gJS_sBM_cAll_d02_mJS1_ch01,gJS_sBM_c01_d02_mJS1_ch01,640,10.666666667,gJS_sBM_cAll_d02_mJS1_ch01.wav,existing
gJS_sBM_cAll_d02_mJS1_ch02,gJS_sBM_c01_d02_mJS1_ch02,640,10.666666667,gJS_sBM_cAll_d02_mJS1_ch02.wav,existing
gJS_sBM_cAll_d02_mJS4_ch01,gJS_sBM_c01_d02_mJS4_ch01,480,8.000000000,gJS_sBM_cAll_d02_mJS4_ch01.wav,existing
gJS_sBM_cAll_d02_mJS4_ch02,gJS_sBM_c01_d02_mJS4_ch02,480,8.000000000,gJS_sBM_cAll_d02_mJS4_ch02.wav,existing
gJS_sBM_cAll_d02_mJS5_ch01,gJS_sBM_c01_d02_mJS5_ch01,443,7.383333333,gJS_sBM_cAll_d02_mJS5_ch01.wav,existing
gJS_sBM_cAll_d02_mJS5_ch02,gJS_sBM_c01_d02_mJS5_ch02,443,7.383333333,gJS_sBM_cAll_d02_mJS5_ch02.wav,existing
gJS_sBM_cAll_d03_mJS2_ch01,gJS_sBM_c01_d03_mJS2_ch01,576,9.600000000,gJS_sBM_cAll_d03_mJS2_ch01.wav,existing
gJS_sBM_cAll_d03_mJS2_ch02,gJS_sBM_c01_d03_mJS2_ch02,576,9.600000000,gJS_sBM_cAll_d03_mJS2_ch02.wav,existing
gJS_sBM_cAll_d03_mJS3_ch01,gJS_sBM_c01_d03_mJS3_ch01,524,8.733333333,gJS_sBM_cAll_d03_mJS3_ch01.wav,existing
gJS_sBM_cAll_d03_mJS3_ch02,gJS_sBM_c01_d03_mJS3_ch02,524,8.733333333,gJS_sBM_cAll_d03_mJS3_ch02.wav,existing
gJS_sBM_cAll_d03_mJS3_ch03,gJS_sBM_c01_d03_mJS3_ch03,524,8.733333333,gJS_sBM_cAll_d03_mJS3_ch03.wav,existing
gJS_sBM_cAll_d03_mJS3_ch04,gJS_sBM_c01_d03_mJS3_ch04,524,8.733333333,gJS_sBM_cAll_d03_mJS3_ch04.wav,existing
gJS_sBM_cAll_d03_mJS3_ch05,gJS_sBM_c01_d03_mJS3_ch05,524,8.733333333,gJS_sBM_cAll_d03_mJS3_ch05.wav,existing
gJS_sBM_cAll_d03_mJS3_ch06,gJS_sBM_c01_d03_mJS3_ch06,524,8.733333333,gJS_sBM_cAll_d03_mJS3_ch06.wav,existing
gJS_sBM_cAll_d03_mJS3_ch07,gJS_sBM_c01_d03_mJS3_ch07,524,8.733333333,gJS_sBM_cAll_d03_mJS3_ch07.wav,existing
gJS_sBM_cAll_d03_mJS3_ch08,gJS_sBM_c01_d03_mJS3_ch08,524,8.733333333,gJS_sBM_cAll_d03_mJS3_ch08.wav,existing
gJS_sBM_cAll_d03_mJS3_ch09,gJS_sBM_c01_d03_mJS3_ch09,524,8.733333333,gJS_sBM_cAll_d03_mJS3_ch09.wav,existing
gJS_sBM_cAll_d03_mJS4_ch01,gJS_sBM_c01_d03_mJS4_ch01,480,8.000000000,gJS_sBM_cAll_d03_mJS4_ch01.wav,existing
gJS_sBM_cAll_d03_mJS4_ch02,gJS_sBM_c01_d03_mJS4_ch02,480,8.000000000,gJS_sBM_cAll_d03_mJS4_ch02.wav,existing
gJS_sBM_cAll_d03_mJS5_ch01,gJS_sBM_c01_d03_mJS5_ch01,443,7.383333333,gJS_sBM_cAll_d03_mJS5_ch01.wav,existing
gJS_sBM_cAll_d03_mJS5_ch02,gJS_sBM_c01_d03_mJS5_ch02,443,7.383333333,gJS_sBM_cAll_d03_mJS5_ch02.wav,existing
gJS_sFM_cAll_d01_mJS3_ch04,gJS_sFM_c01_d01_mJS3_ch04,2093,34.883333333,gJS_sFM_cAll_d01_mJS3_ch04.wav,existing
gJS_sFM_cAll_d02_mJS3_ch04,gJS_sFM_c01_d02_mJS3_ch04,2093,34.883333333,gJS_sFM_cAll_d02_mJS3_ch04.wav,existing
gJS_sFM_cAll_d03_mJS3_ch04,gJS_sFM_c01_d03_mJS3_ch04,2093,34.883333333,gJS_sFM_cAll_d03_mJS3_ch04.wav,existing
gKR_sBM_cAll_d28_mKR0_ch01,gKR_sBM_c01_d28_mKR0_ch01,720,12.000000000,gKR_sBM_cAll_d28_mKR0_ch01.wav,existing
